dataset,original_source,source_url_or_doi,original_filename,harmonized_id,label,stack_identifier,focal_plane_index,true_focus_index,distance_from_focus,split_assignment,label_provenance_category,image_path
TBF,dataset,,FieldPos001 (2)_page_3.png,FieldPos001 (2)_page_3,0,FieldPos001 (2),3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (2)\FieldPos001 (2)_page_3.png
TBF,dataset,,FieldPos001 (2)_page_4.png,FieldPos001 (2)_page_4,0,FieldPos001 (2),4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (2)\FieldPos001 (2)_page_4.png
TBF,dataset,,FieldPos001 (2)_page_5.png,FieldPos001 (2)_page_5,0,FieldPos001 (2),5.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (2)\FieldPos001 (2)_page_5.png
TBF,dataset,,FieldPos001 (2)_page_6.png,FieldPos001 (2)_page_6,0,FieldPos001 (2),6.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (2)\FieldPos001 (2)_page_6.png
TBF,dataset,,FieldPos001 (3)_page_1.png,FieldPos001 (3)_page_1,0,FieldPos001 (3),1.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_1.png
TBF,dataset,,FieldPos001 (3)_page_10.png,FieldPos001 (3)_page_10,0,FieldPos001 (3),10.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_10.png
TBF,dataset,,FieldPos001 (3)_page_11.png,FieldPos001 (3)_page_11,0,FieldPos001 (3),11.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_11.png
TBF,dataset,,FieldPos001 (3)_page_12.png,FieldPos001 (3)_page_12,0,FieldPos001 (3),12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_12.png
TBF,dataset,,FieldPos001 (3)_page_13.png,FieldPos001 (3)_page_13,0,FieldPos001 (3),13.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_13.png
TBF,dataset,,FieldPos001 (3)_page_14.png,FieldPos001 (3)_page_14,0,FieldPos001 (3),14.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_14.png
TBF,dataset,,FieldPos001 (3)_page_2.png,FieldPos001 (3)_page_2,0,FieldPos001 (3),2.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_2.png
TBF,dataset,,FieldPos001 (3)_page_3.png,FieldPos001 (3)_page_3,0,FieldPos001 (3),3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_3.png
TBF,dataset,,FieldPos001 (3)_page_4.png,FieldPos001 (3)_page_4,0,FieldPos001 (3),4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_4.png
TBF,dataset,,FieldPos001 (3)_page_5.png,FieldPos001 (3)_page_5,0,FieldPos001 (3),5.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_5.png
TBF,dataset,,FieldPos001 (3)_page_6.png,FieldPos001 (3)_page_6,0,FieldPos001 (3),6.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (3)\FieldPos001 (3)_page_6.png
TBF,dataset,,FieldPos001 (4)_page_1.png,FieldPos001 (4)_page_1,0,FieldPos001 (4),1.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_1.png
TBF,dataset,,FieldPos001 (4)_page_10.png,FieldPos001 (4)_page_10,0,FieldPos001 (4),10.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_10.png
TBF,dataset,,FieldPos001 (4)_page_11.png,FieldPos001 (4)_page_11,0,FieldPos001 (4),11.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_11.png
TBF,dataset,,FieldPos001 (4)_page_12.png,FieldPos001 (4)_page_12,0,FieldPos001 (4),12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_12.png
TBF,dataset,,FieldPos001 (4)_page_13.png,FieldPos001 (4)_page_13,0,FieldPos001 (4),13.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_13.png
TBF,dataset,,FieldPos001 (4)_page_14.png,FieldPos001 (4)_page_14,0,FieldPos001 (4),14.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_14.png
TBF,dataset,,FieldPos001 (4)_page_2.png,FieldPos001 (4)_page_2,0,FieldPos001 (4),2.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_2.png
TBF,dataset,,FieldPos001 (4)_page_3.png,FieldPos001 (4)_page_3,0,FieldPos001 (4),3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_3.png
TBF,dataset,,FieldPos001 (4)_page_4.png,FieldPos001 (4)_page_4,0,FieldPos001 (4),4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_4.png
TBF,dataset,,FieldPos001 (4)_page_5.png,FieldPos001 (4)_page_5,0,FieldPos001 (4),5.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_5.png
TBF,dataset,,FieldPos001 (4)_page_9.png,FieldPos001 (4)_page_9,0,FieldPos001 (4),9.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (4)\FieldPos001 (4)_page_9.png
TBF,dataset,,FieldPos001 (5)_page_1.png,FieldPos001 (5)_page_1,0,FieldPos001 (5),1.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_1.png
TBF,dataset,,FieldPos001 (5)_page_10.png,FieldPos001 (5)_page_10,0,FieldPos001 (5),10.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_10.png
TBF,dataset,,FieldPos001 (5)_page_11.png,FieldPos001 (5)_page_11,0,FieldPos001 (5),11.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_11.png
TBF,dataset,,FieldPos001 (5)_page_12.png,FieldPos001 (5)_page_12,0,FieldPos001 (5),12.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_12.png
TBF,dataset,,FieldPos001 (5)_page_13.png,FieldPos001 (5)_page_13,0,FieldPos001 (5),13.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_13.png
TBF,dataset,,FieldPos001 (5)_page_14.png,FieldPos001 (5)_page_14,0,FieldPos001 (5),14.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_14.png
TBF,dataset,,FieldPos001 (5)_page_2.png,FieldPos001 (5)_page_2,0,FieldPos001 (5),2.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_2.png
TBF,dataset,,FieldPos001 (5)_page_3.png,FieldPos001 (5)_page_3,0,FieldPos001 (5),3.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_3.png
TBF,dataset,,FieldPos001 (5)_page_4.png,FieldPos001 (5)_page_4,0,FieldPos001 (5),4.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_4.png
TBF,dataset,,FieldPos001 (5)_page_5.png,FieldPos001 (5)_page_5,0,FieldPos001 (5),5.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_5.png
TBF,dataset,,FieldPos001 (5)_page_6.png,FieldPos001 (5)_page_6,0,FieldPos001 (5),6.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (5)\FieldPos001 (5)_page_6.png
TBF,dataset,,FieldPos001 (6)_page_1.png,FieldPos001 (6)_page_1,0,FieldPos001 (6),1.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_1.png
TBF,dataset,,FieldPos001 (6)_page_10.png,FieldPos001 (6)_page_10,0,FieldPos001 (6),10.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_10.png
TBF,dataset,,FieldPos001 (6)_page_11.png,FieldPos001 (6)_page_11,0,FieldPos001 (6),11.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_11.png
TBF,dataset,,FieldPos001 (6)_page_12.png,FieldPos001 (6)_page_12,0,FieldPos001 (6),12.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_12.png
TBF,dataset,,FieldPos001 (6)_page_13.png,FieldPos001 (6)_page_13,0,FieldPos001 (6),13.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_13.png
TBF,dataset,,FieldPos001 (6)_page_14.png,FieldPos001 (6)_page_14,0,FieldPos001 (6),14.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_14.png
TBF,dataset,,FieldPos001 (6)_page_2.png,FieldPos001 (6)_page_2,0,FieldPos001 (6),2.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_2.png
TBF,dataset,,FieldPos001 (6)_page_3.png,FieldPos001 (6)_page_3,0,FieldPos001 (6),3.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_3.png
TBF,dataset,,FieldPos001 (6)_page_4.png,FieldPos001 (6)_page_4,0,FieldPos001 (6),4.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_4.png
TBF,dataset,,FieldPos001 (6)_page_5.png,FieldPos001 (6)_page_5,0,FieldPos001 (6),5.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_5.png
TBF,dataset,,FieldPos001 (6)_page_9.png,FieldPos001 (6)_page_9,0,FieldPos001 (6),9.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (6)\FieldPos001 (6)_page_9.png
TBF,dataset,,FieldPos001 (7)_page_1.png,FieldPos001 (7)_page_1,0,FieldPos001 (7),1.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_1.png
TBF,dataset,,FieldPos001 (7)_page_10.png,FieldPos001 (7)_page_10,0,FieldPos001 (7),10.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_10.png
TBF,dataset,,FieldPos001 (7)_page_11.png,FieldPos001 (7)_page_11,0,FieldPos001 (7),11.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_11.png
TBF,dataset,,FieldPos001 (7)_page_12.png,FieldPos001 (7)_page_12,0,FieldPos001 (7),12.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_12.png
TBF,dataset,,FieldPos001 (7)_page_13.png,FieldPos001 (7)_page_13,0,FieldPos001 (7),13.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_13.png
TBF,dataset,,FieldPos001 (7)_page_14.png,FieldPos001 (7)_page_14,0,FieldPos001 (7),14.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_14.png
TBF,dataset,,FieldPos001 (7)_page_2.png,FieldPos001 (7)_page_2,0,FieldPos001 (7),2.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_2.png
TBF,dataset,,FieldPos001 (7)_page_3.png,FieldPos001 (7)_page_3,0,FieldPos001 (7),3.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_3.png
TBF,dataset,,FieldPos001 (7)_page_4.png,FieldPos001 (7)_page_4,0,FieldPos001 (7),4.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_4.png
TBF,dataset,,FieldPos001 (7)_page_5.png,FieldPos001 (7)_page_5,0,FieldPos001 (7),5.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_5.png
TBF,dataset,,FieldPos001 (7)_page_9.png,FieldPos001 (7)_page_9,0,FieldPos001 (7),9.0,,,val,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos001 (7)\FieldPos001 (7)_page_9.png
TBF,dataset,,FieldPos002_page_1.png,FieldPos002_page_1,0,FieldPos002,1.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_1.png
TBF,dataset,,FieldPos002_page_10.png,FieldPos002_page_10,0,FieldPos002,10.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_10.png
TBF,dataset,,FieldPos002_page_11.png,FieldPos002_page_11,0,FieldPos002,11.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_11.png
TBF,dataset,,FieldPos002_page_12.png,FieldPos002_page_12,0,FieldPos002,12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_12.png
TBF,dataset,,FieldPos002_page_13.png,FieldPos002_page_13,0,FieldPos002,13.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_13.png
TBF,dataset,,FieldPos002_page_14.png,FieldPos002_page_14,0,FieldPos002,14.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_14.png
TBF,dataset,,FieldPos002_page_2.png,FieldPos002_page_2,0,FieldPos002,2.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_2.png
TBF,dataset,,FieldPos002_page_3.png,FieldPos002_page_3,0,FieldPos002,3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_3.png
TBF,dataset,,FieldPos002_page_4.png,FieldPos002_page_4,0,FieldPos002,4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_4.png
TBF,dataset,,FieldPos002_page_8.png,FieldPos002_page_8,0,FieldPos002,8.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_8.png
TBF,dataset,,FieldPos002_page_9.png,FieldPos002_page_9,0,FieldPos002,9.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002\FieldPos002_page_9.png
TBF,dataset,,FieldPos002 (2)_page_1.png,FieldPos002 (2)_page_1,0,FieldPos002 (2),1.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_1.png
TBF,dataset,,FieldPos002 (2)_page_10.png,FieldPos002 (2)_page_10,0,FieldPos002 (2),10.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_10.png
TBF,dataset,,FieldPos002 (2)_page_11.png,FieldPos002 (2)_page_11,0,FieldPos002 (2),11.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_11.png
TBF,dataset,,FieldPos002 (2)_page_12.png,FieldPos002 (2)_page_12,0,FieldPos002 (2),12.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_12.png
TBF,dataset,,FieldPos002 (2)_page_13.png,FieldPos002 (2)_page_13,0,FieldPos002 (2),13.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_13.png
TBF,dataset,,FieldPos002 (2)_page_14.png,FieldPos002 (2)_page_14,0,FieldPos002 (2),14.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_14.png
TBF,dataset,,FieldPos002 (2)_page_2.png,FieldPos002 (2)_page_2,0,FieldPos002 (2),2.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_2.png
TBF,dataset,,FieldPos002 (2)_page_3.png,FieldPos002 (2)_page_3,0,FieldPos002 (2),3.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_3.png
TBF,dataset,,FieldPos002 (2)_page_4.png,FieldPos002 (2)_page_4,0,FieldPos002 (2),4.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_4.png
TBF,dataset,,FieldPos002 (2)_page_5.png,FieldPos002 (2)_page_5,0,FieldPos002 (2),5.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_5.png
TBF,dataset,,FieldPos002 (2)_page_9.png,FieldPos002 (2)_page_9,0,FieldPos002 (2),9.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (2)\FieldPos002 (2)_page_9.png
TBF,dataset,,FieldPos002 (3)_page_1.png,FieldPos002 (3)_page_1,0,FieldPos002 (3),1.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_1.png
TBF,dataset,,FieldPos002 (3)_page_10.png,FieldPos002 (3)_page_10,0,FieldPos002 (3),10.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_10.png
TBF,dataset,,FieldPos002 (3)_page_11.png,FieldPos002 (3)_page_11,0,FieldPos002 (3),11.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_11.png
TBF,dataset,,FieldPos002 (3)_page_12.png,FieldPos002 (3)_page_12,0,FieldPos002 (3),12.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_12.png
TBF,dataset,,FieldPos002 (3)_page_13.png,FieldPos002 (3)_page_13,0,FieldPos002 (3),13.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_13.png
TBF,dataset,,FieldPos002 (3)_page_14.png,FieldPos002 (3)_page_14,0,FieldPos002 (3),14.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_14.png
TBF,dataset,,FieldPos002 (3)_page_2.png,FieldPos002 (3)_page_2,0,FieldPos002 (3),2.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_2.png
TBF,dataset,,FieldPos002 (3)_page_3.png,FieldPos002 (3)_page_3,0,FieldPos002 (3),3.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_3.png
TBF,dataset,,FieldPos002 (3)_page_4.png,FieldPos002 (3)_page_4,0,FieldPos002 (3),4.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_4.png
TBF,dataset,,FieldPos002 (3)_page_5.png,FieldPos002 (3)_page_5,0,FieldPos002 (3),5.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_5.png
TBF,dataset,,FieldPos002 (3)_page_6.png,FieldPos002 (3)_page_6,0,FieldPos002 (3),6.0,,,test,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (3)\FieldPos002 (3)_page_6.png
TBF,dataset,,FieldPos002 (4)_page_1.png,FieldPos002 (4)_page_1,0,FieldPos002 (4),1.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_1.png
TBF,dataset,,FieldPos002 (4)_page_10.png,FieldPos002 (4)_page_10,0,FieldPos002 (4),10.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_10.png
TBF,dataset,,FieldPos002 (4)_page_11.png,FieldPos002 (4)_page_11,0,FieldPos002 (4),11.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_11.png
TBF,dataset,,FieldPos002 (4)_page_12.png,FieldPos002 (4)_page_12,0,FieldPos002 (4),12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_12.png
TBF,dataset,,FieldPos002 (4)_page_13.png,FieldPos002 (4)_page_13,0,FieldPos002 (4),13.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_13.png
TBF,dataset,,FieldPos002 (4)_page_14.png,FieldPos002 (4)_page_14,0,FieldPos002 (4),14.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_14.png
TBF,dataset,,FieldPos002 (4)_page_2.png,FieldPos002 (4)_page_2,0,FieldPos002 (4),2.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_2.png
TBF,dataset,,FieldPos002 (4)_page_3.png,FieldPos002 (4)_page_3,0,FieldPos002 (4),3.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_3.png
TBF,dataset,,FieldPos002 (4)_page_4.png,FieldPos002 (4)_page_4,0,FieldPos002 (4),4.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_4.png
TBF,dataset,,FieldPos002 (4)_page_5.png,FieldPos002 (4)_page_5,0,FieldPos002 (4),5.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_5.png
TBF,dataset,,FieldPos002 (4)_page_9.png,FieldPos002 (4)_page_9,0,FieldPos002 (4),9.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (4)\FieldPos002 (4)_page_9.png
TBF,dataset,,FieldPos002 (5)_page_1.png,FieldPos002 (5)_page_1,0,FieldPos002 (5),1.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (5)\FieldPos002 (5)_page_1.png
TBF,dataset,,FieldPos002 (5)_page_10.png,FieldPos002 (5)_page_10,0,FieldPos002 (5),10.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (5)\FieldPos002 (5)_page_10.png
TBF,dataset,,FieldPos002 (5)_page_11.png,FieldPos002 (5)_page_11,0,FieldPos002 (5),11.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (5)\FieldPos002 (5)_page_11.png
TBF,dataset,,FieldPos002 (5)_page_12.png,FieldPos002 (5)_page_12,0,FieldPos002 (5),12.0,,,train,derived from source directory,D:\Dineth\focus_binary_benchmark\dataset\tbf_imgs\unfocused\FieldPos002 (5)\FieldPos002 (5)_page_12.png
